collection,date,id,title,topic_score
frus,1958-10-02 12:00:00,frus1958-60v13d39,"39. Memorandum of a Conversation, Department of State, Washington,
                            October 2, 1958, Noon",0.209287
frus,1957-10-12 15:30:00,frus1955-57v17d383,"383. Memorandum of a Conversation, Ambassador Ebans Residence, Washington, October
                            12, 1957, 3:30 p.m.",0.202803
frus,1951-01-29 00:00:00,frus1951v05d278,"
Memorandum by the Director of the Office of Near
                                    Eastern Affairs (
Jones
) to the Assistant Secretary of State for Near Eastern, South
                                    Asian, and African Affairs (
McGhee
)
",0.200871
frus,1956-12-28 16:05:00,frus1955-57v16d671,"671. Memorandum of a Conversation, Department of State,
                                Washington, December 28, 1956, 4:05 p.m.",0.198446
frus,1949-04-09 10:00:00,frus1949v06d587,"
The Consul at Jerusalem (
Burdett
) to the Secretary of
                                        State

",0.191088
frus,1950-08-31 00:00:00,frus1950v05d539,"
Memorandum of Conversation, by the Officer in
                                    Charge of Palestine, Israel, and Jordan Affairs (Rockwell)",0.186863
frus,1971-03-19 12:50:00,frus1969-76v23d217,217. Memorandum of Conversation,0.178453
frus,1951-04-06 00:00:00,frus1951v05d310,"
Memorandum of Conversation, by the Assistant
                                    Secretary of State for Near Eastern, South Asian, and African
                                    Affairs (
McGhee
)
",0.176567
frus,1962-12-27 10:00:00,frus1961-63v18d121,121. Memorandum of Conversation,0.175785
frus,1954-03-25 00:00:00,frus1952-54v09p1d782,"No. 782Memorandum of Conversation, by Robert L. Burns of the Office of
                                Near Eastern Affairs",0.173956
frus,1962-09-20 00:00:00,frus1961-63v18d48,"48. Memorandum From the Assistant Secretary of State for Near Eastern and
                        South Asian Affairs (Talbot) to Secretary of State Rusk",0.172576
frus,1948-02-03 00:00:00,frus1948v05p2d23,"
The Director of the, Office of United Nations
                                Affairs (
Rusk
) to the United States Representative at
                                the United Nations (
Austin
)",0.17091
frus,1951-04-16 00:00:00,frus1951v05d320,"
Memorandum of Conversation, by the Assistant
                                    Secretary of State for Near Eastern, South Asian, and African
                                    Affairs (
McGhee
)
",0.16923
frus,1956-09-10 15:39:00,frus1955-57v16d204,"204. Memorandum of a Conversation, Department of State",0.168232
frus,1947-06-03 19:00:00,frus1947v01d274,"
The Secretary of State to the
                            United States Representative at the United Nations (
Austin
)",0.167342
frus,1950-10-03 19:00:00,frus1950v05d566,"
The Acting Secretary of
                                        State to the United States Representative at the
                                    United Nations (
Austin
)",0.165878
frus,1957-03-18 00:00:00,frus1955-57v17d233,"233. Memorandum of a Conversation, Department of State,
                                Washington, March 18, 1957",0.165638
frus,1948-01-24 12:08:00,frus1948v01p1d153,"
The United States Representative at the United
                                Nations (
Austin
) to the Secretary of
                                    State

",0.164886
frus,1953-10-08 00:00:00,frus1952-54v09p1d683,"No. 683Memorandum of Conversation, by the
                                Director of the Office of Near Eastern Affairs (Hart)",0.164614
frus,1949-06-10 15:00:00,frus1949v06d744,"
The Minister in Switzerland (
Vincent
) to the Secretary of
                                        State

",0.164409
frus,1971-02-22 00:00:00,frus1969-76v23d207,207. Paper Prepared by the National Security Council Staff,0.1644
frus,1964-01-03 00:00:00,frus1964-68v18d3,"3. Memorandum of Conversation
",0.164386
frus,1934-04-23 00:00:00,frus1934v03d528,"The Counselor of Legation in China (Peck) to the Secretary of
                                State",0.163419
frus,1962-09-26 00:00:00,frus1961-63v18d57,"57. Telegram From Secretary of State Rusk to the Department of
                            State",0.163374
frus,1968-11-19 14:00:00,frus1964-68v20d326,"326. Telegram From the Embassy in Israel to the
                            Department of State

",0.162789
frus,1970-03-23 16:30:00,frus1969-76v23d106,"106. Telegram From the Embassy in Israel to the Department of
                                State",0.162289
frus,1950-09-22 19:07:00,frus1950v06d314,"
The Secretary of State to
                                the Acting Secretary of State


",0.161765
frus,1951-01-03 00:00:00,frus1951v05d273,"
Memorandum by the Director of the Office of Near
                                    Eastern Affairs (
Jones
) to the Assistant Secretary of State for Near Eastern, South
                                    Asian, and African Affairs (
McGhee
)",0.161609
frus,1957-03-03 18:40:00,frus1955-57v17d185,"185. Memorandum of a Conversation, Secretary Dulles Residence, Washington,
                                March 3, 1957, 6:40 p.m.",0.161199
frus,1950-02-06 00:00:00,frus1950v05d346,"
Memorandum of Conversation, by Mr. Stuart W.
                                    Rockwell of the Office of African and Near Eastern Affairs
",0.16079
frus,1949-05-04 11:00:00,frus1949v06d633,"
Mr. Mark F.
                                        Ethridge to the Secretary of
                                        State

",0.160405
frus,1963-09-30 16:00:00,frus1961-63v18d331,331. Memorandum of Conversation,0.160095
frus,1956-02-10 00:00:00,frus1955-57v15d90,"90. Memorandum of a Conversation, Department of State, Washington,
                            February 10, 1956",0.159772
frus,1949-05-27 00:00:00,frus1949v06d697,"
Memorandum by the Acting
                                        Secretary of State to the President

",0.159727
frus,1949-03-17 12:00:00,frus1949v06d537,"
Mr. Fraser
                                        Wilkins to the Secretary of
                                        State

",0.158994
frus,1955-01-19 18:36:00,frus1955-57v12d8,"8. Telegram From the Department of State to
                            the Embassy in Israel",0.158824
frus,1949-06-17 00:00:00,frus1949v06d772,"
Memorandum of Conversation, by the Acting
                                    Secretary of State
",0.158573
frus,1949-03-10 00:00:00,frus1949v06d518,"
Memorandum by the Secretary of
                                        State to the President

",0.158329
frus,1973-02-13 15:07:00,frus1969-76v25d17,17. Telegram From the Embassy in Israel to the Department of State,0.157594
frus,1956-03-28 15:00:00,frus1955-57v15d221,"221. Memorandum of a Conversation, Department of State, Washington,
                            March 28, 1956, 3 p.m.",0.157304
frus,1971-05-08 15:42:00,frus1969-76v23d228,228. Telegram From Secretary of State Rogers to the Department of State,0.156817
frus,1950-09-30 17:00:00,frus1950v05d564,"
The Acting Secretary of
                                        State to the Embassy in
                                        Israel


",0.156589
frus,1951-11-30 00:00:00,frus1951v05d538,"
Memorandum of Conversation, by the Acting
                                    Secretary of State

",0.156428
frus,1949-06-24 20:00:00,frus1949v06d790,"
The Secretary of State
                                    to the Embassy in Israel

",0.15568
frus,1952-11-07 00:00:00,frus1952-54v09p1d511,"No. 511Memorandum of Conversation, by Robert L. Burns of the Office of
                                Near Eastern Affairs",0.155237
frus,1958-12-13 18:00:00,frus1958-60v13d56,"56. Telegram From the Embassy in Israel to
                            the Department of State",0.154953
frus,1947-11-03 21:54:00,frus1947v01d132,"
The United States Representative at the United
                                Nations (
Austin
) to the Secretary of State

",0.154914
frus,1971-02-27 03:04:00,frus1969-76v23d211,"211. Telegram From the Department of State to the Embassy in
                                Israel",0.154873
frus,1959-04-17 16:00:00,frus1958-60v13d73,"73. Telegram From the Embassy in Israel to
                            the Department of State",0.154835
frus,1949-06-13 11:00:00,frus1949v06d756,"
Mr. Raymond A.
                                        Hare to the Secretary of
                                        State

",0.154433
frus,1967-11-17 00:00:00,frus1964-68v19d530,"530. Information Memorandum From the Assistant Secretary of State for
                            Near Eastern and South Asian Affairs (Battle) to Secretary of State Rusk
",0.153727
frus,1953-11-20 00:00:00,frus1952-54v09p1d734,"No. 734Memorandum of Conversation, by the
                                Officer in Charge of Palestine-Israel-Jordan Affairs (Waller)",0.153265
frus,1952-07-23 00:00:00,frus1952-54v09p1d459,"No. 459Memorandum of Conversation, by the
                                Officer in Charge of PalestineIsraelJordan Affairs (Waller)",0.1532
frus,1951-07-02 17:00:00,frus1951v05d389,"
The Secretary of
                                        State to Certain Diplomatic and
                                        Consular Offices


",0.152778
frus,1954-03-31 00:00:00,frus1952-54v09p1d784,"No. 784Memorandum of Conversation, by Robert L. Burns of the Office of
                                Near Eastern Affairs",0.152525
frus,1949-05-28 11:00:00,frus1949v06d705,"
The Acting Secretary of
                                        State to the Embassy in
                                        Israel

",0.15202
frus,1970-09-19 03:11:00,frus1969-76ve01d73,"73. Telegram From the Department of
                                    State to the Embassies in
                                    Jordan, Switzerland, the Federal Republic of Germany,
                                the United Kingdom, and Israel, September 19, 1970, 0311Z

",0.151963
frus,1963-08-07 00:00:00,frus1961-63v18d308,"308. Memorandum From the Joint Chiefs of Staff
                        to Secretary of Defense McNamara",0.151395
frus,1956-11-07 18:15:00,frus1955-57v16d551,"551. Memorandum of a Conversation, Department of State,
                                Washington, November 7, 1956, 6:15 p.m.",0.151352
frus,1965-02-21 00:00:00,frus1964-68v18d157,"157. Memorandum From President Johnson to
                        the Under Secretary of State for Political Affairs (Harriman) and Robert W. Komer of the National
                        Security Council Staff
",0.151261
frus,1954-03-24 00:00:00,frus1952-54v09p1d781,"No. 781Memorandum of Conversation, by the
                                Officer in Charge of LebanonSyria Affairs (Allen)",0.150839
