collection,date,id,title,topic_score
frus,1953-09-02 00:00:00,frus1952-54v03d857,"
Memorandum by the Officer in Charge of Trusteeship
                                Affairs (
McKay) to the Director of the
                                Office of Dependent Area Affairs (
Gerig)",0.184467
frus,1936-05-06 00:00:00,frus1936v04d714,The Consul General at Shanghai (Gauss) to the Ambassador in China (Johnson),0.169566
frus,1952-11-07 00:00:00,frus1952-54v03d837,"
Memorandum by the Deputy Director of the Office of
                                Dependent Area Affairs (
Cargo) to an Adviser of the United States Delegation to the
                                General Assembly, at New York (
Gerig)",0.163159
frus,1967-02-28 15:00:00,frus1964-68v17d47,"47. Telegram From the Embassy in
                                Czechoslovakia to the Department of
                                State

",0.145399
frus,1949-09-19 00:00:00,frus1949v07p2d281,"
The Ambassador in Korea (
Muccio
) to the Secretary of
                                        State

",0.14078
frus,1955-09-14 20:50:00,frus1955-57v23p2d86,"86. Telegram From the Commander in Chief, United Nations Command
                                (Lemnitzer) to
                            the Joint Chiefs of Staff",0.137659
frus,1942-03-20 21:00:00,frus1942v01d750,"The Acting Secretary of
                                        State to the Ambassador in China (Gauss)",0.137057
frus,1966-10-25 09:40:00,frus1964-68v29p1d95,"95. Telegram From the Embassy in Korea to
							the Department of State

",0.136346
frus,1945-07-25 00:00:00,frus1945v06d768,"
The Chairman of the Korean Commission in the
                                    United States (
Rhee
) to the Acting Chief
                                    of the Office of Far Eastern Affairs (
Lockhart
)
",0.134508
frus,1948-04-06 00:00:00,frus1948v06d779,"
The Political Adviser in Korea (
Jacobs
) to the Secretary of
                                        State

",0.12808
frus,,frus1964-68v29p1d5,5. Editorial Note,0.127963
frus,1972-05-12 00:00:00,frus1969-76v19p1d140,"140. Memorandum From John A.
                                Froebe, Jr., of the National Security Council Staff to
                            the Presidents Assistant for National Security Affairs (Kissinger)",0.126971
frus,1966-09-22 00:00:00,frus1964-68v29p1d91,"91. Memorandum From the Deputy Assistant Secretary for Far Eastern
							Affairs (Berger) to
							the Ambassador at Large (Harriman)
",0.126964
