collection,date,id,title,topic_score
frus,,frus1949v09d175,"
Memorandum by Mr. Gerald Stryker of the Office of
                                Chinese Affairs
",0.193821
frus,1954-06-17 00:00:00,frus1952-54v04d646,"
Memorandum by the Assistant Secretary of State for
                                Inter-American Affairs (
Holland
) to
                                the Secretary of State


",0.189781
frus,1978-02-16 16:01:00,frus1977-80v29d147,"147. Telegram From the Department of State to the Embassy in
                                Panama",0.187501
frus,1971-11-09 00:00:00,frus1969-76v04d76,"76. Letter From Secretary of State Rogers to the Director of the Office of
                            Management and Budget (Shultz)
",0.184369
frus,,frus1943v01d81,"
The Secretary of State to the
                            Swiss Charge (
Feer
)
",0.17128
frus,1935-05-06 17:00:00,frus1935v04d904,"The Secretary of State to
                                the Minister in Panama (Summerlin)",0.162394
frus,,frus1941v07d354,"The Panamanian Embassy to
                                the Department of State",0.161114
frus,1950-07-07 00:00:00,frus1950v02d500,"
Department of State Policy Statement
",0.160211
frus,1956-08-17 00:00:00,frus1955-57v07d149,"149. Memorandum of a Telephone Conversation, Between the Ambassador in
                            Panama (Harrington)
                            and the Acting Officer in Charge of Central American and Panamanian
                            Affairs (Sowash),
                            August 17, 1956",0.158976
frus,1963-05-07 10:30:00,frus1961-63v12d410,410. Memorandum of Conversation,0.158092
frus,1943-02-03 00:00:00,frus1943v06d532,"The Secretary of State to
                                the Ambassador in Panama (Wilson)",0.156364
frus,1956-08-09 00:00:00,frus1955-57v07d147,"147. Memorandum of a Conversation, Panama City, August 9, 1956",0.155066
frus,1952-03-10 00:00:00,frus1951v01d731,"
Document Prepared by the NAC Staff
",0.154501
frus,,frus1958-60v05d347,347. Editorial Note,0.153847
frus,1953-09-25 00:00:00,frus1952-54v04d629,"
Memorandum by the Secretary of
                                    State to the President


",0.152032
frus,1941-01-31 00:00:00,frus1941v07d337,"Memorandum of Conversation, by the Under Secretary
                                of State (Welles)",0.151981
frus,1941-04-04 00:00:00,frus1941v07d352,"Memorandum by the Acting Chief of the Division of
                                the American Republics (Bonsal)",0.151717
frus,1947-01-24 00:00:00,frus1947v08d758,"
The Secretary of State to
                                Mr. Murray M. Wise, on Special
                                Mission to Panama
",0.149728
frus,,frus1977-80v29d201,201. Memorandum of Understanding,0.149378
frus,1954-03-05 00:00:00,frus1952-54v04d638,"
Ambassador John J. Muccio of the United States Negotiating Team
                                to the Assistant Secretary of State for Inter-American Affairs
                                (
Cabot
)",0.148491
frus,1948-08-09 00:00:00,frus1948v09d150,"
Memorandum of Conversation, by the Assistant Chief
                                of the Division of Central America and Panama Affairs (Wise)",0.148329
frus,1948-06-01 00:00:00,frus1948v06d809,"
Memorandum by Legal Adviser (
Gross
) to the Director of the Office of Far
                                    Eastern Affairs (
Butterworth
)",0.145635
frus,1946-11-27 00:00:00,frus1946v02d361,"Memorandum by the Deputy Director of the Office of
                            European Affairs (Hickerson) to the Secretary of State",0.144986
frus,1943-09-04 00:00:00,frus1943v02d7,"
Memorandum of Conversation, by the Assistant
                                Secretary of State (Berle)",0.142013
frus,,frus1943v02d16,"
The Department of State
                                to the British Embassy


",0.141789
frus,1964-01-13 21:45:00,frus1964-68v31d377,"377. Memorandum of Conference With the President
",0.141621
frus,1956-11-28 00:00:00,frus1955-57v07d168,"168. Memorandum of a Conversation, Department of State, Washington,
                            November 28, 1956",0.141492
frus,1953-11-07 00:00:00,frus1952-54v04d633,"
Memorandum by the Acting
                                    Secretary of State to the President

",0.141363
frus,1935-01-23 00:00:00,frus1935v04d864,"The Charge in Panama (Burdett) to the
                                    Secretary of State",0.14092
