collection,date,id,title,topic_score
frus,1951-04-17 12:55:00,frus1951v01d744,"
The Secretary of State to
                                Certain Diplomatic and Consular Offices


",0.15415
frus,1977-07-05 00:00:00,frus1977-80v28d193,"193. Memorandum From Foreign Service Officer Peter Orr to the Chairman
                            of the Secretarys Task Force on Affirmative Action (Moose)",0.149984
frus,1938-06-30 00:00:00,frus1938v05d661,"Memorandum of Conversation, by the Chief of the
                                Division of the American Republics (Duggan)",0.146898
frus,1937-11-02 00:00:00,frus1937v05d625,"The Ambassador in Mexico (Daniels) to
                                the Secretary of State",0.140054
frus,1937-10-28 00:00:00,frus1937v05d623,"The Ambassador in Mexico (Daniels) to
                                the Secretary of State",0.135719
frus,1950-10-28 00:00:00,frus1950v07d717,"
The Charge in Korea (
Drumright
) to the
                                Secretary of State

",0.134656
frus,1937-11-04 00:00:00,frus1937v05d626,"The Ambassador in Mexico (Daniels) to
                                the Secretary of State",0.133052
frus,1936-09-21 00:00:00,frus1936v05d574,"The Vice Consul at Guaymas (Yepis) to the Secretary of
                                State",0.131922
frus,1969-10-16 17:13:00,frus1969-76ve07d40,"40. Telegram 175434 From the Department of
                                State to the Embassy in India,
                            October 16, 1969, 1713Z

",0.13184
frus,1963-01-29 00:00:00,frus1961-63v25d465,"465. Letter From the Director of the Arms Control and Disarmament
                            Agency (Foster) to
                            the Assistant Secretary of State for International Organization Affairs
                                (Cleveland)",0.131228
frus,1962-10-15 00:00:00,frus1961-63v19d174,"174. Memorandum From the Department of State Executive Secretary
                            (Brubeck) to the
                        President's Special Assistant for National Security Affairs (Bundy)",0.131211
frus,1978-03-02 11:00:00,frus1977-80v21d48,"48. Telegram From the Embassy in Cyprus to the Department of
                                State",0.130064
frus,1951-04-09 00:00:00,frus1951v01d369,"
Memorandum by the Deputy Assistant Secretary of State for
                            Economic Affairs (
Linder
)
to the Secretary of State


",0.129578
frus,1974-04-26 20:57:00,frus1969-76ve08d72,"72. Telegram 5616 From the Embassy in India
                            to the Department of State, April 26, 1974,
                                2057Z.

",0.125188
frus,1957-07-30 00:00:00,frus1955-57v20d268,"268. Telegram From the Delegation to the
                                Subcommittee of the United Nations Disarmament Commission to
                            the Department of State",0.123121
frus,1952-04-18 13:00:00,frus1952-54v12p2d309,"No. 309The Secretary of
                                    State to the Embassy in the
                                    Philippines",0.122809
frus,1962-09-03 17:00:00,frus1961-63v16d263,"263. Telegram From the Embassy in Greece to
                            the Department of State",0.12256
