date,topic_score,id,collection,title
1975-10-15 00:00:00,0.602,rb_1974.03.25_doc_22,CPDOC,"Documentos referentes a atuacao de Azeredo da Silveira como minstro das Relacoes Exteriores nas relacoes entre o Brasil e diversos paises da America Central, entre os quais, El Salvador, Nicaragua, Trindad e Tobago, Costa Rica, Panama, Haiti e Mexico. O dossie possui informacoes sobre viagens de autoridades desses paises ao Brasil e vice-versa; felicitacoes e agradecimentos; assuntos diplomatios e comerciais. Destacam-se os documentos relativos ao encontro de Azeredo da Silveira com o secretario da Industria e Comercio do Mexico, Jose Campillo Sainz, em Brasilia, em marco de 1974, tratando das relacoes entre os dois paises, e a visita do Ministro da Industria e Comercio, Angelo Calmon de Sa, ao Mexico, em dezembro de 1978. "
1976-01-15 00:00:00,0.588217,ag_1974.03.00-2_doc_31,CPDOC,"Documentos referentes a atuacao de Azeredo da Silveira como ministro das Relacoes Exteriores em diversos assuntos, tais como relatorio sobre a Fundacao de Amizade dos Povos e Comunidades de Lingua Portuguesa, politica demografica brasileira, economia brasileira, o Programa Nacional de alcool, entre outros. Inclui ainda documentos relativo a condecoracoes de personalidades brasileiras e estrangeiras pelo governo do Brasil e do proprio titular."
1979-06-15 00:00:00,0.433781,d_1974.04.23_doc_XXXV-26,CPDOC,"Documentos do tipo ""Lembretes"" utilizados nos despachos do ministro das Relacoes Exteriores, Azeredo da Silveira, com o presidente Ernesto Geisel, abordando diversos assuntos, entre os quais: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre varios paises, politica nuclear, questoes administrativas do Ministerio, viagens do presidente Geisel e do titular a varios paises, assim como visitas de outros chanceleres e presidentes, ao Brasil, entre outros."
1978-04-15 00:00:00,0.426576,d_1974.03.26_doc_XIII-1,CPDOC,"Documentos referentes aos despachos de Azeredo da Silveira como ministro das Relacoes Exteriores com o presidente da Republica Ernesto Geisel. O dossie e composto por documentos do tipo ""Informacoes ao Senhor Presidente da Republica"" abordando diversos asuntos, tais como: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre varios paises, politica nuclear, questoes administrativas, viagens do presidente Geisel e de Azeredo da Silveira, assim como de outros chanceleres e presidentes ao Brasil."
1975-03-15 00:00:00,0.393761,be_1975.03.01_doc_19,CPDOC,"Documentos referentes a visita do subsecretario dos Estados Unidos para assuntos interamericanos William Rogers, a America Latina, incluindo o Brasil, no periodo de atuacao de Azeredo da Silveira como ministro das Relacoes Exteriores. A visita, realizada em marco de 1975, teve carater preparatorio a visita do secretario de Estado norte-americano Henry Kissenger a America Latina, que estava prevista para abril de 1975, mas so aconteceu em 1976. Trata-se de correspondencia, em sua maioria telegramas, sobre a passagem de William Rogers pelo Brasil, Argentina, Uruguai e Chile; sobre programa e comitiva da visita; e ainda sobre relacoes dos Estados Unidos com America Latina, especialmente com Cuba, incluindo consideracoes sobre o discurso do secretario de Estado, Henry Kissinger, em Houston, abordando, principalmente, o tema America Latina."
1977-06-15 00:00:00,0.383825,be_1977.06.01_doc_II-13,CPDOC,"Documentos referentes a visita da sra. Carter ao Brasil em julho de 1977, durante o periodo de atuacao de Azeredo da Silveira como ministro das Relacoes Exteriores. O dossie e constituido por documentos que compoem a agenda de assuntos tratados durante a visita, incluindo politica externa norte-americana, cooperacao mlitar Brasil-EUA, direitos humanos e desarmamento, relacoes economicas, comerciais, culturais, cientificas e tecnologicas, e politica nuclear. Ha ainda documentos sobre as relacoes dos EUA com diversos paises da America, Europa Ocidental e Oriental, Oceania, africa e Oriente Proximo."
1979-06-15 00:00:00,0.381282,d_1974.04.23_doc_XXIV-20,CPDOC,"Documentos do tipo ""Lembretes"" utilizados nos despachos do ministro das Relacoes Exteriores, Azeredo da Silveira, com o presidente Ernesto Geisel, abordando diversos assuntos, entre os quais: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre varios paises, politica nuclear, questoes administrativas do Ministerio, viagens do presidente Geisel e do titular a varios paises, assim como visitas de outros chanceleres e presidentes, ao Brasil, entre outros."
1975-10-06 00:00:00,0.358737,ai_1974.06.07_doc_11,CPDOC,"Documentos referentes a criacao de um sistema economico latino-americano no periodo de atuacao de Azeredo da Silveira como ministro das Relacoes Exteriores. Tratam da proposta do presidente da Venezuela, Carlos Andres Perez, em 1974, de realizacao de uma reuniao de presidentes latino-americanos durante as comemoracoes do Sesquicentenario do Congresso Anfictionico do Panama, na qual seria discutida um mecanismo para desenvolver os interesses comuns no campo economico; da proposta, em marco de 1975, encaminhada pelos presidentes Carlos Andres Perez e Luiz Echeveria Alvarez, da Venezuela e do Mexico, respectivamente, para criacao do Sistema Latino-Americano (SELA); da formacao de Grupo de Trabalho, que conta com a participacao do Brasil, na constituicao do SELA; e dos preparativos e programacao das comemoracoes do Sesquicentenario do Congresso Anfictionico do Panama. Inclui ainda, a proposta de criacao do Banco Interamericano de Poupanca e Emprestimo (BIAPE)."
1977-10-15 00:00:00,0.327919,d_1974.04.23_doc_VIII-30,CPDOC,"Documentos do tipo ""Lembretes"" utilizados nos despachos do ministro das Relacoes Exteriores, Azeredo da Silveira, com o presidente Ernesto Geisel, abordando diversos assuntos, entre os quais: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre varios paises, politica nuclear, questoes administrativas do Ministerio, viagens do presidente Geisel e do titular a varios paises, assim como visitas de outros chanceleres e presidentes, ao Brasil, entre outros."
1979-06-15 00:00:00,0.323704,d_1974.04.23_doc_XXXIV-16,CPDOC,"Documentos do tipo ""Lembretes"" utilizados nos despachos do ministro das Relacoes Exteriores, Azeredo da Silveira, com o presidente Ernesto Geisel, abordando diversos assuntos, entre os quais: questoes economicas internas e externas, conflitos, conversacoes e acordos politicos entre varios paises, politica nuclear, questoes administrativas do Ministerio, viagens do presidente Geisel e do titular a varios paises, assim como visitas de outros chanceleres e presidentes, ao Brasil, entre outros."
