collection,date,id,title,topic_score
ddrs,,1998110103248,Outline plan regarding a course of action to remove the threat to the U.S. by the Soviet-dominated Castro regime.,0.245018
ddrs,1986-04-15,1987050101609,FBI Director J. Edgar Hoover informs WH Aide Gordon Gray of over-all coverage by FBI of U.S. Communist Party.,0.242727
ddrs,1978-08-07,2008030100930,National Security Council (NSC) staff member Robert Pastor provides presidential assistant David Aaron with information from the State Department and Central Intelligence Agency (CIA) on Cuban statements concerning that government\'s military involvement in Africa.,0.241759
ddrs,1961-02-13,2008110103080,Office of National Estimates (ONE) staff member Robert Hendon provides information on the opinion of Latin American governments toward the Communist-leaning Cuban government of Premier Fidel Castro.,0.238695
ddrs,1965-05-21,2008070102139,"Intelligence profile of Doctor Juan Antonio Rubio, a former counsel of past Cuban President Carlos Prio (1945-1947). Rubio informs the Federal Bureau of Investigation (FBI) of the close relationship between Prio and deposed Dominican President Juan Bosch (1963), which lends to the possibility of a Cuban connection to the present Dominican revolution.",0.238153
ddrs,1960-03-10,1994070101935,"Livingston T. Marchant\'s response to Adm. Arleigh Burke, Chief of Naval Operations on Cuba and the Caribbean situation.",0.237157
ddrs,1964-05-11,2001030100716,"Memorandum from George Denney regarding a chronological list of Soviet, Cuban, and U.S. exchanges regarding U.S. reconnaissance flights over Cuba.",0.233865
ddrs,1963-12-20,1989070101827,Cuban-Spanish commercial relations discussed.,0.229139
ddrs,,2006070101900,"Representatives Frederick Richmond (D-New York) and Richard Nolan (D-Minnesota) provide a summary of their discussions with Cuban President Fidel Castro. Issues include: Cuban education and society; a list of offers made to Castro in exchange for certain Cuban concessions; Cuba\'s attitude toward the estimated 20,000 political prisoners held by the Cuban government; Cuban intervention in Africa.",0.228865
ddrs,1965-05-21,2008070102140,Intelligence update on the Dominican revolution which began in April 1965. Information from a reliable source reveals that deposed Dominican President Juan Bosch (1963) has been negotiating with rebel forces.,0.228261
ddrs,1963-12-20,2004070101816,Intelligence memorandum regarding Cuba\'s efforts to expand its commercial relations with Spain as the first stage in a plan to increase its economic relations with other Western countries and Japan.,0.228052
ddrs,1978-08-07,2007110103330,National Security Council (NSC) staff member Robert Pastor provides presidential adviser David Aaron with background information dealing with statements by Cuban government officials on Cuba\'s involvement in Africa.,0.227588
ddrs,1960-03-17,1984010100942,Status of possible OAS action on Cuba.,0.226975
ddrs,1964-02-03,1993010100473,FBI Director J. Edgar Hoover discusses plan originated by followers of former Cuban President Grau San Martin to overthrow the governments of Cuba and Haiti from a base in the Dominican Republic.,0.226525
ddrs,1964-12-17,1987050101403,"Report of Undersecretary of State George Ball\'s meeting with Che Guerara, Cuban Minister of Industry.",0.225808
ddrs,1965-05-05,1995010100007,"CIA weekly summary on Cuba as of 5/5/65, topics include: Cuba and the Dominican Republic; U.S. citizens in Cuba; internal Cuban situation; and Cuban-Algerian relations.",0.224277
ddrs,1960-05-04,1995110103101,"Memo to Mr. Gray from Samuel E. Belk: Partial chronology of developments in Cuba and the Dominican Republic, 4/20- 5/4/60.",0.223987
ddrs,1978-08-07,2002110103370,Robert Pastor provides David Aaron with background information on Cuban involvement in Africa. Cuba states it will not reduce its military assistance to African countries as a concession to the U.S.,0.223644
ddrs,1964-09-09,1998110103403,"Secretary of State Dean Rusk meets with Spanish Ambassador, the Marques de Merry del Val. Topics include: Cuban-U.S.S.R. relations; Cuban-U.S. relations; Organization of American States; Spain\'s trade relations with Cuba; commodities.",0.222225
ddrs,1965-04-28,2009110103477,"Text of a 10:20 p.m. telephone conversation between President Lyndon B. Johnson and presidential legal adviser Abe Fortas in which discussion centered on the developing situation in the Dominican Republic. The U.S., along with the Organization of American States (OAS), formed an Inter-American Peace Force (IAPF) and entered that country on 4/28/1965 to help Dominican revolutionaries restore democracy. [Per the Lyndon B. Johnson Presidential Library: \""These transcripts are not always reliable and should never be used without checking them against the actual recordings to assure accuracy.\""]",0.222147
ddrs,1960-03-10,1994050101416,Letter on the Cuban situation from Under-Secretary for Political Affairs Livingston Marchant to Chief of Naval Operations Arleigh Burns.,0.22128
ddrs,,1999030100866,Status report on possible Organization of American States (OAS) action to initiate a Cuban opposition to Fidel Castro.,0.219609
ddrs,1964-12-17,1996110103133,"Summary of meeting between Senator Eugene McCarthy and Cuban Minister of Industry Che Guevara, topics include: Cuban interest in trade; the Alliance for Progress; Cuban training of revolutionaries; U.S. overflights; CIA in Cuba; refugees; free elections in Cuba; Cuba\'s relationship with Moscow.",0.219299
ddrs,1960-03-16,1995110103518,Memo for Mr. Gray from Samuel E. Belk on U.S. response if Cubans attack Guantanamo Naval Base and U.S. citizens in Cuba.,0.21861
ddrs,1963-03-21,1976010100374,"(Cuba) First Report of the Coordinator of Cuban Affairs. Transmittal Memorandum, William H. Brubeck, Exec. Secy, to McGeorge Bundy, Spec. Asst. to the Pres. for Nat. Security Affairs. Mar. 21, 1963. 1 p. Encl: (Functions of the coordinator; establishment of the Interdepartmental Coordinating Committee of Cuban Affairs, consisting of Secy of the Army Cyrus Vance, Dep. Dir. of CIA Richard Helms and other government officials; appointment of US representative to Cuban refugees based in Florida; responsibility of coordinator for covert and overt operations; reference to NSAM 220 re policy toward shipping to Cuba and Presidential memoranda re the training of subversives in Cuba and the control of their travel to and from Cuba; establishment of a Subcommittee on Cuban Subversion, appointment of a chairman; plans for a \""coordinated Caribbean surveillance system.\"") Report. 4 p. SECRET. SANITIZED copy. Released Nov. 4, 1976. Kennedy Library, NSF, Countries, Cuba, General, 5/63, Box 38.",0.216217
ddrs,1978-10-19,2005070101943,Acting Secretary of State Warren Christopher and Zbigniew Brzezinski furnish President Jimmy Carter with background information in preparation for 10/28/78 U.S.-Cuban discussions. Issues include: Cuban attitude toward Puerto Rico; Cuban expansionism in Af,0.215549
ddrs,,1998050101237,"Outline of attempts to export the Cuban revolution into Guatemala, the Dominican Republic, Haiti, and Venezuela.",0.21238
ddrs,1963-12-20,1978070100198,"Cuban Exile Unity Effort in Puerto Rico [unlike the Miami-based Cubans, the Puerto Rican activists have a potential for effective liberation efforts; they are led by professionals and businessmen who are not well known in Cuba and whose political orientation ranges from moderate left to moderate right. Goals and membership of the Coordinating Committee of Cuban Democratic Organizations in Puerto Rico, Unified Collection Committee, and Congress in Favor of Coordination for a Cuban War of Liberation are described]. Office of the Coordinator of Cuban Affairs, Miami, Airgram A-13. Dec. 20, 1963. 4 p. Encl: Comite Coordinator de las Organizaciones Democraticas Cubanas de Puerto Rico. List of Member Organizations. 2 p. CONFIDENTIAL. Declassified May 4, 1977. Johnson Library, NSF, Countries, Cuba, Exile Activities, Vol. 1.",0.211842
ddrs,1964-10-02,1995050101347,Government of Jamaica permits Cuban flight to bring Cuban champion soccer team to Jamaica 9/24/64 to compete against Jamaican champions and take Jamaica team to Cuba 9/27/64 for second round.,0.21009
ddrs,1964-02-24,1990110103187,U.S. objectives and expectations of OAS action on Venezuelan arms cache.,0.209181
ddrs,1968-11-18,1991110103119,Cuban intentions to export its revolutionary aims in Latin America analyzed.,0.208956
ddrs,1956-11-30,1982010102231,"President\'s citizen advisers and Ambassador Lodge discuss \""SUNFED,\"" a UN economic aid program.",0.208765
ddrs,1964-02-24,1996050101379,Gordon Chase\'s draft memorandum on OAS action on discovery of a Cuban arms cache in Venezuela - U.S. objectives and expectations.,0.208302
ddrs,1965-05-27,2006050101398,U.S. Ambassador Henry Cabot Lodge is provided with background material and talking points on the Dominican Republic. This document includes information on the following: the government of President Juan Bosch which took office on 2/27/63; the Triumvirate under Emilio de los Santos which took over after the 9/25/63 military coup; the Triumvirate under Donald Reid Cabral who took office on 12/30/63; the coup of 4/24/65.,0.207976
ddrs,1964-03-05,2001030100608,Intelligence memorandum to CIA Director John McCone regarding Cuban President Fidel Castro\'s desire to enter into negotiations with the U.S. in order to reduce tension between the two countries. Soviet General Secretary Nikita Khruschev agrees with this position.,0.207737
ddrs,1970-02-14,2011070101830,,0.207644
ddrs,1965-05-20,2008070102138,"Intelligence profile of Robert Hernandez, a Dominican dissident. Hernandez offers his recommendation for possible candidates for the presidency of the Dominican Republic. Hernandez also claims that the present revolution in his country is under the control of Communist forces.",0.20719
ddrs,1979-04-02,1996070101959,"Cubans give extemely warm, high-level reception to U.S. Surgeon-General, suggesting Cuban hope for U.S. embargo and cooperative efforts in controversial medical field. Castro expresses enthusiasm for medical assistance.",0.207121
ddrs,1960-05-04,2003010100112,Partial chronological list from 4/20-5/4/60 of political and military developments in Cuba and the Dominican Republic.,0.206478
ddrs,1964-03-05,1978010100026,"Cuban Government Leaders, Current Thinking [according to Foreign Minister Raul Roa: desire of Castro to negotiate with US and decision to take \""least hard\"" course by cutting off Guantanamo water supply in reaction to US\'s retention of Cuban fishing boats; Soviet lack of interest in Latin American revolutions and Castro pledge not to engage in plots in Latin America; plans to increase availability of consumer goods]. Memorandum, to the Dir., CIA. Mar. 5, 1964. 5 p. SECRET/NO FOREIGN DISSEM/CONTROLLED DISSEM/NO DISSEM ABROAD/BACKGROUND USE ONLY. SANITIZED copy. Released Aug. 18, 1977. Johnson Library, NSF, NSC Staff File, Memos for the President, Vol. 2.",0.206296
ddrs,1962-11-01,1988050101252,Castro furious over Soviet agreement to dismantle the missile bases and is determined to do all in his power to prevent inspection of Cuban territory either before or after removal.,0.206286
ddrs,1964-07-14,2006030100921,"Intelligence information on the results of interviews with the following Cuban exile leaders who may have been involved in plotting the assassination of Cuban President Fidel Castro and select Cuban government officials: Julio Lobo Olavarria, Cuban sugar magnate, presently residing in New York City (NYC); Teofile Babun Selman, owner-operator of the Bahama Lines and the Antillean Marine Shipping Corporation in Miami, Florida; Jose M. Pepin Bosch, president of the Bacardi Rum Company in Miami, Florida; Herbert Jenne, partner of F.A. Johnson, Inc, in Fort Lauderdale, Florida.",0.206072
ddrs,1979-04-02,1997050101335,"Telegram to Secretary of State Vance summarizes Cuba\'s warm reception for the U.S. Surgeon-General, in hopes for U.S. embargo flexibility.",0.205866
ddrs,,2004110103290,Diplomatic and political plan of action to inform Cuba of U.S. intentions to put the Voice of America (VOA) Radio Marti program on the air in that country.,0.205696
ddrs,1965-02-24,1997110103012,"Weekly Cuban Summary Intelligence Report. Topics include: Cuban military, internal, and political situation; Cuban-Soviet economic relations; Cuban relations with Africa, Algeria, Latin America, Czechoslovakia, and the U.S.; Cuban exile and refugee activities.",0.205301
ddrs,1978-06-13,1996030100674,Cable from Ambassador Glassman to Secretary Vance on Solarz meeting with Castro on facilitating departure of 480 U.S.-Cuban bi-nationals and Cuban members of their families.,0.205257
ddrs,1978-09-14,1998090102613,Memorandum to Secretary of State Vance from William G. Bowdler regarding Cuba\'s pursuit of Puerto Rican independence. Cuban motives include: historical ties; political principles; political opportunism.,0.205184
ddrs,1965-05-17,1998050101385,State-Defense-Organization of American States chronologies and narratives of events pertaining to the crisis in the Dominican Republic covering 4/14 - 4/28/65.,0.20437
ddrs,1961-01-05,2008110103359,National Security Council (NSC) briefing paper regarding the following Cuban issues: Cuban Premier Fidel Castro\'s defiant reaction to a U.S. break in its diplomatic relations with his country; U.S. concern over Cuban aggression against the U.S. naval base located on Guantanamo Bay on the southeastern end of Cuba; Cuban-Communist bloc trade relations.,0.204141
ddrs,1960-05-04,1992010100111,Chronology of events in Cuba and the Dominican Republic covering the period 4/20-5/4/60 as background information for 5/5/60 NSC meeting on Cuba and the Dominican Republic.,0.203649
ddrs,1965-04-14,1997090102410,CIA weekly Cuban summary. Topics include: insurgency and civil unrest; sugar harvest; international Communist relations; reaction to Vietnam developments.,0.202872
ddrs,1965-01-06,1996110103039,CIA weekly Cuban summary: Fidel Castro\'s 1/2/65 speech; Soviet military advisory program in Cuba; exile and refugee activities; Cuban prisoners; Chinese Communist-Cuban relations; U.S.-Cuban relations; Cuban support of external subversive activities; Cuban-African relations.,0.202763
ddrs,,1991090102523,DOS considers application by ex-President Batista of Cuba for a U.S. visa; biography of Batista outlined.,0.202345
ddrs,1965-05-17,1977100100308,"Dominican (Republic) Situation (crisis. Situation report; justification crisis, beginning on Apr. 14 and lasting until Apr. 28, 1965; creation of the Operation Centers; contacts with Latin American embassies; landing of US Marines.) Reports, unattributed. May 17, 1965. 28 p. CONFIDENTIAL. SANITIZED copy. Released Dec. 31, 1976. Johnson Library, NSF, NSC History, Dominican Crisis, 1965, State-DOD-OAS Chronologies and Narratives.",0.201976
ddrs,1961-05-25,1976010100832,"President\'s Meeting with Khrushchev, Vienna, June 3-4, 1961. Cuba (Soviets view Cuba as a free and independent nation which serves as a model for other Latin American countries; US claims Castro has betrayed the Cuban people and the purpose of his revolution, is \""exporting\"" revolution in Latin America; the Cuban situation cannot be considered permanent). Position Paper, PMK-B/9. May 25, 1961. 5 p. SECRET. SANITIZED copy. Released Feb. 15, 1974. Kennedy Library, POF, Countries, USSR, Vienna Meeting (G), Briefing Material, Box 126.",0.201306
ddrs,1964-03-20,1993010100147,Gustavo de los Reyes transmits message from Castro regarding exchange of political prisoners for pledge by U.S. of non-interference.,0.201261
ddrs,1967-01-18,2008030100904,,0.200001
