collection,date,id,title,topic_score
ddrs,1951-08-03,1975010100069,"Enemy Materiel [Korean War: Ch. I: Problems presented by the North Korean People\'s Army in Korean Campaign; Ch. II: Problems Presented by the Chinese Entry into the Korean Campaign; Ch. III: Changes in Proportions of National Makes of Equipment in the Enemy\'s Hands; Ch. IV: Specific Problems Encountered by Individual Enemy Weapons; Ch. V: Chinese and North Korean Copies of Foreign Weapons and Ammunition; Ch. VI: Problems Encountered by Enemy Equipment, Other than Weapons]. Monograph. Headquarters Eighth United States Army Korea [EUSAK] Aug. 3, 1951. 70 p. il. diag. Citations. Appendices 1-7. 130 p. SECRET, downgraded to CONFIDENTIAL. Declassified 1973.",0.306833
ddrs,1974-08-22,2009110103251,"Information on recent developments in the Kurdistan Region which calls for economic aid in the form of financial grants for the care of refugees, and military assistance to the Kurds in their fight against Iraqi aggression.",0.255953
ddrs,1967-10-03,2003110103186,Background paper in preparation for the U.S. visit of Ghanaian National Liberation chairman General Joseph Ankrah regarding Ghana\'s offer of Soviet military equipment to the U.S. This material had been sold to Ghana by the Soviet Union for use by deposed President Kwame Nkrumah\'s guard regiment. Attached is a list of the types and quantities of weapons and equipment involved.,0.255107
ddrs,,1986013100129,Use of the Soviet 120-mm mortar in South Vietnam discussed.,0.247938
ddrs,,1999010100083,"Pictures of Soviet weapons systems. Weapons include: FROG 3, 4, 5 and 6warheads; T-34 medium tank; PT-76 amphibious tank. Characteristics and performance are given for the tanks and the FROG-6 warhead.",0.240679
ddrs,1953-02-27,1979040100076,"[Union of Soviet Socialist Republics] The Tank and Assault Gun Industry of the USSR [the Soviet tank and assault gun development from 1919 to 1952, which began as an adjunct to the auto and tractor industry and became a specialized industry of its own, is reviewed. Post-World War II developments can be divided into three phases: salvage and conversion to civilian production from 1945-47, utilization of refurbished plants and development of techniques learned during the war from 1947-49, and serial production of the T-54 medium tank, JS-III heavy tank, and corresponding assault guns from 1949 to the present. The high degree of centralization in the industry, where tank plants are in close proximity to other heavy equipment facilities and steel production plants, allows for quick conversion of all facilities to tank and gun production. The present tank inventory is 59,398 units. Full mobilization of Soviet forces would require 76,000 tanks. The deficit of 17,000 tanks could be manufactured by the six plants currently producing tanks at their 29,000 unit per-year rate with a substantial margin for combat losses]. Office of Research and Reports, Provisional Intelligence Report, CIA/RR PR-25. Feb. 27, 1953. 68 p., il. App: (A) Gaps in Intelligence. 1 p.; (B) Methodology. 1 p.; (C) Sources and Evaluation of Sources. 9 p. SECRET. SANITIZED copy. Released Apr. 21, 1979.",0.236735
ddrs,1952-01-03,1985070101661,Negoating paper on reaching agreement with the British on a standard caliber of small arms ammunition.,0.234248
ddrs,1965-08-14,2005050101459,Memorandum to Deputy Assistant Secretary of State William Handley from Deputy Assistant Secretary of State Rodger Davies regarding a public campaign to force a change in U.S. Middle East arms policy with respect to the sale of military equipment to Israel,0.228169
ddrs,1952-01-03,1987070102288,Briefing paper on small arms standardization in preparation for meeting between Truman and Churchill.,0.224116
ddrs,1990-05-01,2008110103290,Summary of additional elements of common ground at the Strategic Arms Reduction Talks II (START II) concerning the range threshold for Air-Launched Cruise Missiles (ALCMs).,0.223881
ddrs,1964-05-23,1976010100226,"Israel, Tanks for (C) (though superior in number and hardware, the Arabs trail Israel in quality of leadership. An increase in Israeli units does not seem justified. Israeli operations will be essentially defensive in nature). Memorandum, Lieut. Gen. Harold Israel, Tanks for (C) (though superior in number and hardware, (ISA). May 23, 1964. 3 p. Encl: (Comparison between the Centurion and the M4SA3.) 1 p. SECRET. Declassified Oct. 3, 1975. Johnson Library, NSF, Countries, Israel, Tanks, Vol. 1.",0.220856
ddrs,1951-10-09,1984010100005,Soviet military assistance to Albania detailed.,0.218694
ddrs,1967-09-17,1994010100092,"WH request for material bearing on the news article in the Sunday Star 9/67 by Peter Arnett, \""South Vietnam\'s Army found increasingly ineffective.\""",0.213734
ddrs,1982-05-12,2008050101324,Text of a statement by Associate Attorney General Rudolph Giuliani before the House Subcommittee on Crime concerning the threat posed to law enforcement and other officials by the availability of handgun ammunition capable of penetrating soft body armor.,0.207938
ddrs,1960-07-11,2001090102447,Colonel F.M. Norris reports to General A.J. Goodpastor on the types of U.S. tanks currently being used in South Korea by U.S. and South Korean armed forces.,0.201796
ddrs,,1979100100118,"RVNAF Force Levels FY 69-FY 70 [RVNAF should reach maximum possible strength of 801,215 troops by June 30, 1970]. Report. [Mar. 1968?] 2 p. Encl: (A) RVNAF Equipment Modernization [RVNAF should be fully equipped except for helicopters by July 1969]. 3 p.; (B) VC/NVA Forces [totalling 240 battalions]. 1 p. TOP SECRET to SECRET. Declassified Nov. 17, 1978. Johnson Library, NSF, NSC History, Mar. 31 Speech, Vol. 7.",0.19079
ddrs,,1992090102593,Latin American purchases of non-U.S. aircraft and naval vessels discussed.,0.190296
ddrs,1964-03-05,2006010100091,,0.183312
ddrs,1965-05-13,1981100100276,"[Haiti. There is considerable doubt that the group of dismissed army officers India and Pakistan in the Rann of Kutch [after a detailed examination of the merits of mutual Pakistani-Indian charges, it is concluded that both sides have apparently violated restrictions against using US equipment in the current war, although any violations have been minor in nature. At the core of determining what is a \""violation\"" is the problem of deciding which side is the \""aggressor\"" and thus violating the stricture against using US equipment in an \""aggressive\"" undertaking. A detailed breakdown of equipment previously supplied both countries is given]. Thomas Hughes, Dir., Bureau of Intelligence and Research, Research Memorandum, RNA-20, to the Acting Secy of State. May 13, 1965. 6 p. SECRET. NO FOREIGN DISSEM. Released June 14, 1978. Johnson Library, NSF, Countries, Pakistan, Vol. 3.",0.183242
ddrs,1967-06-09,2006110103234,Effects of the Department of State\'s (DOS) policy on control over the export of arms and ammunition sold to Israel and Arab countries. Included are the following lists: munitions articles shipped to select countries from 5/1 to 6/7/67; pending application for munitions list of exports to selected Middle East countries.,0.182773
ddrs,1990-05-25,2009030100907,Draft of basic provisions agreed to by the U.S. and the U.S.S.R. for a Strategic Arms Reduction Treaty (START).,0.181754
ddrs,1949-04-28,1978100100022,"[China, People\'s Republic of] Chinese Communist Army Has Reportedly Ousted consists of 210 mm guns for the Soviet Army; ammunition production is increasing, and Skoda is also developing new types of land mines and hand grenades. Factors limiting production of munitions are Soviet demands for heavy industrial production, shortages in materials, dislocation of industry, and Czech inability to make a final decision of types of munitions to be manufactured. The Czech munitions industry would be seriously crippled without Swedish iron ore, but the Swedish iron industry would not be notably curtailed by the loss of Polish coal and coke]. Intelligence Memorandum No. 170. Apr. 28, 1949. 3 p. App: (A) Skoda Production. 4 p.; (B) Skoda Capacity. 2 p.; (C) Dependence of Skoda on Swedish Iron. 2 p.; (D) Dependence of the Swedish Iron Industry on Polish Coal. 1 p. TOP SECRET. Declassified Apr. 21, 1978. Truman Library, Papers of Harry [China, People\'s Republic of] Chinese Communist Army Has Reportedly Ousted",0.181699
ddrs,1958-08-25,1991090102454,Outline for military assistance to 21 nations during Fiscal Year 1958 and 1959.,0.177488
ddrs,,1986070101845,Defense Intelligence Agency (DIA) summary on Viet Cong weapons.,0.175183
ddrs,1966-08-26,1985040100863,"Analysis of the Vietnamese Communists\' strengths, capabilities, and will to persist in their present strategy in Vietnam.",0.174194
ddrs,,2008050101325,"In a memorandum to Attorney General William French Smith, Associate Attorney General Rudolph Giuliani sets forth legislative options for dealing with the threat posed to law enforcement and other officials by the availability of handgun ammunition capable of penetrating soft body armor.",0.173601
ddrs,1956-02-27,1980070100163,"Near East, United States Objectives and Policies with Respect to the [the JCS approves for Iraq for FY 1950-55 amounted to $10.9 million; 60% was delivered by Nov. 1955. The 1956 program consisted of $1.5 million for ten Centurion tanks. Nine B-26\'s were sold to Saudi Arabia for $2,563,615]. Memorandum, Col. George Near East, United States Objectives and Policies with Respect to the [the JCS approves Capabilities of Arab States and Israel to Conduct Sustained Combat Operations [Arab capabilities would depend on their stockpiles if imports were cut off; they have weak supply, transport, and evacuation systems; they could sustain combat operations for thirty days. Israel is also dependent on outside military supplies but has an excellent logistic system and could sustain operations for ninety days. A breakdown of type and number of tanks, aircraft, and Soviet and US military equipment held by Syria, Lebanon, Jordan, Iraq, Egypt, Saudi Arabia, and Israel is given]. 11 p. SECRET. Declassified Sept. 1, 1978. Released 1979.",0.172733
ddrs,,2008010100101,"In a memorandum to Attorney General William French Smith, Associate Attorney General Rudolph Giuliani assesses the impact of legislation for the prevention of easy criminal access to armor-piercing handgun bullets.",0.169706
ddrs,1965-03-09,2005030100684,An estimate of the impact of a proposed U.S. military sales package to Jordan upon the Arab-Israeli arms balance. Also included are: Table I - Inventory of Middle East Armor; Table 2 - Inventory of Aircraft in the Middle East.,0.168942
ddrs,1970-04-30,2010090102891,,0.167402
ddrs,1963-12-27,1976100100041,"(United Kingdom) Britain\'s Economic Problems (detailed analysis of (has developed a highly specialized capability to support and maintain insurgency operations; new programs of standardization and modernization of equipment and political indoctrination of troops have been launched; military command and combat regions have been restructured). Office of Current Intelligence Special Report, SC No. 00624/63B. Dec. 27, 1963. 10 p., maps. TOP SECRET. SANITIZED copy. Released Aug. 9, 1976.",0.166375
ddrs,1982-01-01,1989070101919,Soviet Ministry of Defense monographs on World War II military operations: South Sakhalin 8/11-8/23/45-Kurile Island Operation (Invasion of Shumshu Island).,0.164513
ddrs,1974-10-22,2009110103252,,0.162501
ddrs,1950-10-26,1975040100101,"Cutback of UN Ground Forces in Korea (Other than U.S. and ROK) [JCS outline for reduction of UN countries\' commitments to Korea to ease logistics burden on the US; G-3 recommends getting concurrence from Secy of State and countries involved]. Summary Sheet, Maj. Gen. Charles L. Bolte, Asst. Chief of Staff, G-3, to Chief of Staff. Oct. 26, 1950. 1 p. Encl: Same subject. Memorandum, Gen. J. Lawton Collins, Chief of Staff, US Army, to Secy of Defense with 1 encl: Letter, Secy of Defense, to Secy of State. No date given. 2 p. Att: 1. Status of UN Aid to Korea [tabular list of current and projected offers from UN countries]. 3 p.; 2. Logistical Considerations with Respect to Reduction or Diversion of UN Forces for Korea. 2 p. TOP SECRET.",0.160913
ddrs,1964-01-20,2008110103143,,0.15814
