collection,date,id,title,topic_score
ddrs,,1988110103231,Economic situation in the textile industry against the background of textile imports and the growing pressures on the administration for protection from such imports.,0.351053
ddrs,1966-10-27,1993110103307,Textile industry seeks presidential support to control imports of wool textile and man-made fiber textile imports.,0.347829
ddrs,,1980010100062,"[Union of Soviet Socialist Republics] USSR Negotiates for Large Purchase of US Fertilizer Material [the USSR wishes to buy or barter for one million metric tons of superphosphoric acid from Occidental Petroleum Co. Trade could amount to three billion dollars each way over a 20-year period. The USSR badly needs high-analysis fertilizers, which could reduce its need to import grain and also hasten the ripening of grain during the short growing season. The Soviets do not have the technology to produce superphosphoric acid economically. In exchange for superphosphoric acid, the USSR will offer urea and potassium fertilizers to Occidental, which could encounter difficulties when it attempts to sell the Soviet fertilizers. The world capacity for producing urea and potassium is expected to exceed demand through 1975]. Directorate of Intelligence, Office of Economic Research Intelligence Memorandum. Dec. 1972. 8 p. CONFIDENTIAL/NO FOREIGN DISSEM. Declassified Feb. 7, 1980.",0.335678
ddrs,1965-09-14,1988110103206,Briefing paper for use by industry advisers in meeting with members of the President\'s Cabinet Textile Advisory Committee on 9/21/65: consideration of policy in the matter of imports of wool textiles.,0.318841
ddrs,1965-08-24,1988110103205,Minutes of Cabinet Textile Advisory Committee meeting of 8/24/65.,0.291967
ddrs,1965-09-17,1988110103207,Final Minutes of 8/24/65 President\'s Cabinet Textile Advisory Committee meeting.,0.290275
ddrs,1973-10-03,2005090102486,"Under-Secretary of Commerce John Tabor furnishes Secretary of the Treasury George Shultz with an overview of the U.S. fertilizer situation, with particular consideration to nitrogenous and phosphate materials. Also included is information on the domestic ",0.289432
ddrs,1966-04-06,1988110103213,Cotton textile situation outlined.,0.282593
ddrs,1961-06-15,1993070102029,"Briefing paper for U.S. visit of Japanese Prime Minister Ikeda, 6/20 - 6/23/61: 1961 Japanese cotton textile export program.",0.282476
ddrs,1967-03-13,1988110103225,Senator Pastore speaking for a coalition of 30 Senators interested in the fortunes of the textile industry will meet with President Johnson.,0.281783
ddrs,1965-07-26,1993110103547,William Roth outlines Tariff Commission study on imports of wool textiles; includes list of Senators who are in favor of restricting imports and statements by President Johnson during the 1964 campaign on imports of wool textiles.,0.280184
ddrs,1966-01-04,1994010100554,"Need for major change in textile import policy, topics include: background; recommendations; domestic economic developments and trade policy problems in the textile industry.",0.277994
ddrs,,1987110103182,Statistical analysis of the magnitude of the wool textile import problem.,0.276206
ddrs,1986-01-13,2000090102733,Memorandum to William Rope from Ralph Johnson regarding a possible increase of Turkish textile exports to the U.S.,0.275662
ddrs,,2006050101230,,0.273715
ddrs,,1982010100846,CFEP considers various viewpoints in consideration of request to extend law on agricultural surplus disposal.,0.2685
ddrs,,1978010100306,"Japan\'s International Economic Position and Prospects [comparison of pre- and post-war economic conditions: population increase; standard of living; foreign trade level; effects of Korean situation; balance of payments; and aid reduction]. Report. [1951.] 5 p. CONFIDENTIAL. Declassified Nov. 14, 1977. Truman Library, President\'s Secretary\'s File, Korean War File.",0.26684
ddrs,,1993070102121,Cotton textile imports into the U.S. in the absence of international arrangements discussed.,0.266667
ddrs,1965-03-16,1988110103197,Revisions to U.S. policy for bilateral cotton textile agreements.,0.266122
ddrs,1968-10-30,1984010101459,Summary of the Textile Program 1964-1968.,0.265112
